name,noise_index,length,total_intensity,max_den,recoil_angle,int_mean,int_skew,int_kurt,int_std,drift_length
165.001keV_F_0.822cm_7137_gem_out.npy,23,173.65554986812245,617349.6129760743,0.003387959931813,1.177979732823046,41156.64086507163,0.5610087233571538,-1.2805831713673046,43610.61306376523,0.822
165.006keV_F_1.052cm_3295_gem_out.npy,1,210.66152947322868,619446.0307617189,0.004497042397877,21.59393891325745,41296.40205078126,0.3229961551395945,-1.5553711787179052,40236.74007928039,1.052
165.011keV_F_1.530cm_2417_gem_out.npy,65,209.3984956966024,575921.189025879,0.0049801974378902,42.56846348948101,38394.68166438133,0.3237304992832609,-1.6793014908185848,38897.95892800029,1.53
165.017keV_F_1.716cm_2293_gem_out.npy,67,208.11028326346587,585957.9821166993,0.0050793236945276,36.51515134809997,39063.86547444665,0.3469768991114192,-1.6548330698301756,40125.70264725665,1.716
165.025keV_F_0.733cm_8992_gem_out.npy,89,96.82520333053787,534522.0325927736,0.0023544832078578,52.57207088407623,35635.65199960977,1.4629101066712678,0.6375322856786707,57712.174414892375,0.733
165.025keV_F_1.065cm_2182_gem_out.npy,116,140.35668847618197,540074.8588867189,0.0046117825436346,82.61429679641633,36004.990592447924,0.4019099348527207,-1.5544253747055117,37360.07222052897,1.065
165.033keV_F_1.078cm_6138_gem_out.npy,183,124.23812261585051,482117.5302734376,0.0033673735328259,79.89338895870246,32141.16868489584,0.761949763620679,-1.0144051485231644,38337.467404193405,1.078
165.040keV_F_1.667cm_7221_gem_out.npy,84,146.1475662168587,471301.7832031251,0.0044496258371418,77.03995293550216,31420.118880208352,1.3833512752558392,0.3573744876034261,49734.63562508328,1.667
165.049keV_F_1.463cm_508_gem_out.npy,118,150.8272190289273,523727.0902709962,0.0021447098000669,60.668170227497946,34915.13935139975,1.514320347306525,0.8141419711437576,57213.1051195452,1.463
165.060keV_F_2.498cm_6193_gem_out.npy,80,184.69434208984316,614727.5902709962,0.0042791488939604,1.1750654421205948,40981.83935139976,0.5490259429167488,-1.244757365672418,42370.40924016776,2.498
165.077keV_F_0.985cm_9897_gem_out.npy,64,198.25155737093223,617747.3260498048,0.0051590675045124,24.923641569594142,41183.155069987006,0.0928073768956184,-1.80815972391869,37771.78141179659,0.985
165.122keV_F_0.610cm_9252_gem_out.npy,36,110.30513234760302,559337.0552978517,0.0019169324833016,0.9743484947626652,37289.13701985677,0.9413524916747412,-0.7233282960930416,47987.30033348184,0.61
165.148keV_F_2.017cm_9273_gem_out.npy,113,187.807561083147,550130.9916992189,0.0054294959163481,58.85029000066217,36675.39944661456,1.6678223089176385,1.358645862685249,64582.7851306724,2.017
165.149keV_F_1.856cm_6929_gem_out.npy,54,206.29052329178867,563939.857421875,0.0050628362454161,33.730509720313094,37595.99049479169,0.2639920046550785,-1.5896878355694923,35867.53384751874,1.856
165.160keV_F_1.411cm_3276_gem_out.npy,94,180.317941425694,652764.9440307618,0.0042314209716557,70.06255501425568,43517.66293538412,0.2027429440330672,-1.7313096858312582,41963.25749155556,1.411
165.165keV_F_2.404cm_6066_gem_out.npy,42,157.62743698001597,654570.437866211,0.0033982985929562,0.8627258601249569,43638.02919108074,0.6910098557619793,-1.1694028470762008,50384.45494631856,2.404
165.166keV_F_1.398cm_851_gem_out.npy,118,188.32822411948777,652756.5989379884,0.0046283641013842,83.94565493087869,43517.106595865866,0.2653541280741324,-1.668237329612286,42580.448552023525,1.398
165.185keV_F_0.746cm_6580_gem_out.npy,8,193.7499189963989,567982.2870483401,0.0047343867074134,35.7147797256776,37865.36562187192,0.1465680504697623,-1.7682875741169688,35412.689371763016,0.746
165.197keV_F_0.831cm_3175_gem_out.npy,57,194.3094439290072,627520.8984375,0.0049655554419896,77.55055451538142,41834.72656250001,0.08194671678294,-1.6971703671030705,37237.7923510801,0.831
165.214keV_F_1.833cm_9816_gem_out.npy,34,146.66818181035566,549630.2586059571,0.004086575895872,86.88835756929774,36642.01724039715,0.7577992195717104,-0.9964732788744451,43167.88741402084,1.833
165.220keV_F_0.746cm_5439_gem_out.npy,17,183.41009302168243,649527.881591797,0.0042328856144318,80.82054246955626,43301.858772786494,0.3438793751189065,-1.567459912609356,43371.66894594053,0.746
165.226keV_F_0.700cm_6337_gem_out.npy,91,179.08361796161648,629834.9855957031,0.00414092664794,24.848276707248377,41988.99903971351,0.0748179027899981,-1.7474106822357438,37475.805477070346,0.7
165.228keV_F_1.027cm_3215_gem_out.npy,32,206.33371028506224,623110.7619018556,0.0043026897851775,69.72792883013639,41540.71746012371,1.4080377136209306,0.6190119739936413,64081.6622724445,1.027
165.247keV_F_1.363cm_1524_gem_out.npy,182,175.4058943644078,625692.183959961,0.0033551642321469,14.303696926459954,41712.81226399743,0.5943438352158432,-1.1326774416855223,45249.19204955695,1.363
165.256keV_F_0.581cm_1435_gem_out.npy,43,187.50479993856152,667559.883544922,0.0035202018149647,23.547797600369663,44503.9922363281,0.0510250813564349,-1.6762534926195924,38712.494427922655,0.581
165.273keV_F_0.631cm_482_gem_out.npy,162,136.31520661890792,631780.9467773439,0.0026614839865455,5.555842017619017,42118.72978515629,0.6081168365566177,-1.298034479631032,47675.88969688042,0.631
165.281keV_F_1.101cm_5158_gem_out.npy,157,170.08233300375437,544800.7217407228,0.0046803872030188,73.370269787315,36320.04811604819,0.739981726196913,-1.1745136485439824,44517.81425543159,1.101
165.282keV_F_0.544cm_9063_gem_out.npy,70,159.04515082202278,552310.386657715,0.004056928052265,85.23939713633617,36820.692443847656,0.4447574505182277,-1.569757796280295,39596.91987393155,0.544
165.295keV_F_0.549cm_6458_gem_out.npy,26,189.6436189863034,637608.1582031251,0.0041519722498511,20.15667599620699,42507.210546875,0.1582695208997699,-1.6345502446247773,38377.31238806888,0.549
165.302keV_F_0.617cm_6246_gem_out.npy,44,208.1647664711778,587061.4096069338,0.0046965752935922,68.4294707834777,39137.42730712892,0.1067221270705248,-1.6579640745994433,33977.2481003584,0.617
165.304keV_F_0.748cm_7747_gem_out.npy,56,225.3129823157112,615949.616760254,0.0046916743206263,78.94632085997323,41063.307784016906,0.2540152470881334,-1.653588101292344,39527.999881527976,0.748
165.308keV_F_1.891cm_5077_gem_out.npy,96,173.3288781478724,586342.0258789064,0.0030958075939269,32.6235529845768,39088.93696158551,0.8260267919973442,-0.9392953266988812,47663.54288407805,1.891
